siteid,sitename,Gage_Statu,operator,datasource,sitestatus,stage_yn,stage_por,stage_stat,stage_real,flow_yn,flow_por,flow_statu,flow_realt,watqual_yn,watqual_po,watqual_st,watqual_re,temp_yn,temp_por,temp_statu,temp_realt,strmorder,ucdstrmcla,streamtype,totdasqkm,totdasqmi,weblink,gnisid_med,rchcd_medr,comid_medr,wtrshdnm_h,huc8,wtrshdnm_1,huc10,wtrshdnm_2,huc12,GageGap_St,Reactivate,Gage_Histo,AddFlow_2s,AddFlow_2W,AddTelemet,AddTemp_2F,Infrastruc,waterbody,Tier,Primary_Be,SB19_Actio,CNRFC,reference_,refpotenti,ecosysmgmt,wtrsupply,wtrquality,pubsafety,geometry,siteid_str
103087891,ASPEN C ABV LEVIATHAN MINE NR MARKLEEVILLE CA,Active-High Quality,USGS,NWIS,Active,Y,166,Active,Y,Y,6257,Active,Y,N,0,,N,N,0,,N,1,,Stream/River - Intermittent,1.5048,0.58100629,https://waterdata.usgs.gov/ca/nwis/inventory/?site_no=103087891,,16050201000730,8922743,Upper Carson,16050201,Middle East Fork Carson River,1605020102,Leviathan Canyon,160502010201,WG,N,0,N,N,N,Y,,,0,NA,None - Needs Water Temperature,,,,,,,,POINT (30497.792500000447 76998.56350000016),103087891
11049250,SCE SANTA ANA R CN LOW FLOW REL BL NO 1 DIV DAM,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,4983,Inactive,N,N,0,,N,N,0,,N,4,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,231.2703,89.29392537,https://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11049250,269732,18070203000236,22555476,Santa Ana,18070203,Bear Creek,1807020301,Siberia Creek-Bear Creek,180702030103,AWG,N,0,N,N,Y,Y,YC,,0,high combined score,High Priority - Add Water Temperature,,,,,,,,POINT (275130.8431000002 -423925.8543999996),11049250
11159500,PAJARO R A WATSONVILLE CA,Active-High Quality,USGS,NWIS,Active,Y,656,Active,Y,Y,2117,Active,Y,Y,9,Inactive,N,Y,7,Inactive,N,6,Rain and seasonal groundwater (RGW),Stream/River - Perennial,3274.5915,1264.32632733,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11159500,230242,18060002000002,17665505,Pajaro,18060002,Pajaro River,1806000208,Lower Pajaro River,180600020805,WG,N,0,N,N,N,Y,,,0,water quality,High Priority - Add Water Temperature,,,,B,,B,,POINT (-155787.08640000038 -122101.97289999947),11159500
11250110,SAN JOAQUIN R RELEASE A FRIANT DAM CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,3652,Inactive,N,N,0,,N,N,0,,N,5,High-volume snowmelt and rain (HSR),Artificial Path,4243.7817,1638.53260193,https://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11250110,273488,18040001002707,19792057,Middle San Joaquin-Lower Chowchilla,18040001,Cottonwood Creek-San Joaquin River,1804000103,Lost Lake-San Joaquin River,180400010302,AWG,N,0,N,N,Y,Y,Y,,0,multi-benefit,High Priority - Add Water Temperature,,,,,B,B,,POINT (26083.836100000888 -113025.24840000086),11250110
11252975,SAN JOAQUIN R A SKAGGS BR NR RIPPERDAN CA,Active-Limited Use,USGS,NWIS,Active,Y,235,Inactive,N,Y,730,Active,N,Y,237,Inactive,N,Y,301,Inactive,N,5,High-volume snowmelt and rain (HSR),Stream/River - Perennial,4743.7335,1831.56499182,https://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11252975,273488,18040001000010,19784325,Middle San Joaquin-Lower Chowchilla,18040001,Cottonwood Creek-San Joaquin River,1804000103,Bethany Cemetery-San Joaquin River,180400010304,AWG,N,0,N,N,Y,Y,,,0,water supply,High Priority - Add Water Temperature,,,,,B,,,POINT (-5309.613099999726 -132731.68740000017),11252975
11293372,NF STANISLAUS R BL UTICA RES NR BEAR VALLEY CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,4080,Inactive,N,N,0,,N,N,0,,N,3,Snowmelt (SM),Stream/River - Perennial,41.337,15.96029837,https://waterdata.usgs.gov/nwis/inventory/?site_no=11293372&agency_cd=USGS,234375,18040010000366,342447,Upper Stanislaus,18040010,North Fork Stanislaus River,1804001003,Upper North Fork Stanislaus River,180400100301,AWG,N,0,N,N,Y,Y,,,0,NA,None - Needs Water Temperature,,,,,,,,POINT (-253.59259999915957 47220.113299999386),11293372
11293462,SILVER C BL LK ALPINE NR BEAR VALLEY CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,4583,Inactive,N,N,0,,N,N,0,,N,3,Snowmelt (SM),Stream/River - Perennial,13.8015,5.32878675,https://waterdata.usgs.gov/nwis/inventory/?site_no=11293462&agency_cd=USGS,233130,18040010001647,342417,Upper Stanislaus,18040010,North Fork Stanislaus River,1804001003,Upper North Fork Stanislaus River,180400100301,AWG,N,0,N,N,Y,Y,,,0,NA,None - Needs Water Temperature,,,,,,,,POINT (-433.8022999987006 50509.30470000021),11293462
11295340,MILL C BL HUNTER RES A HATHAWAY PINES CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,4463,Inactive,N,N,0,,N,N,0,,N,3,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,31.9932,12.35263851,https://waterdata.usgs.gov/nwis/inventory/?site_no=11295340&agency_cd=USGS,228665,18040010001725,343221,Upper Stanislaus,18040010,North Fork Stanislaus River,1804001003,Lower North Fork Stanislaus River,180400100306,AWG,N,0,N,N,Y,Y,,,0,NA,None - Needs Water Temperature,,,,,,,,POINT (-31467.282499998808 20265.452800000086),11295340
11295910,SF STANISLAUS R BL PINECREST LK A PINECREST CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,140,Inactive,N,N,0,,N,N,0,,N,3,Snowmelt (SM),Stream/River - Intermittent,70.0119,27.03173461,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11295910,267509,18040010000069,347255,Upper Stanislaus,18040010,South Fork Stanislaus River,1804001005,Upper South Fork Stanislaus River,180400100501,AWG,N,0,N,N,Y,Y,,,2,flood,High Priority - Add Water Temperature,,,,,,B,B,POINT (881.3233999982476 20273.55709999986),11295910
11298650,ANGELS C BL MURPHYS AFTERBAY NR MURPHYS CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,5113,Inactive,N,N,0,,N,N,0,,N,2,"Flashy, ephemeral rain (FER)",Stream/River - Perennial,6.1497,2.37441147,https://waterdata.usgs.gov/nwis/inventory/?site_no=11298650&agency_cd=USGS,266382,18040010000418,343523,Upper Stanislaus,18040010,Upper Stanislaus River,1804001006,Angels Creek,180400100604,AWG,N,0,N,N,Y,Y,,,0,NA,None - Needs Water Temperature,,,,,,,,POINT (-38536.04630000144 15110.93219999969),11298650
11313482,MEADOW C BL TWIN LK NR MARKLEEVILLE CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,2999,Inactive,N,N,0,,N,N,0,,N,1,,Stream/River - Perennial,3.0366,1.17243733,https://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11313482,,18040012000940,17053884,Upper Mokelumne,18040012,Upper North Fork Mokelumne River,1804001201,Meadow Creek-North Fork Mokelumne River,180400120104,AWG,N,0,N,N,Y,Y,,,0,NA,None - Needs Water Temperature,,,,,,,,POINT (4787.171500001103 65972.33960000053),11313482
11316605,TIGER C BL REGULATOR RES NR PIONEER CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,6547,Inactive,N,N,0,,N,N,0,,N,2,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,20.6496,7.97285186,https://waterdata.usgs.gov/nwis/inventory/?site_no=11316605&agency_cd=USGS,268274,18040012000255,17055724,Upper Mokelumne,18040012,Lower North Fork Mokelumne River,1804001204,Tiger Creek-North Fork Mokelumne River,180400120404,AWG,N,0,N,N,Y,Y,,,0,NA,None - Needs Water Temperature,,,,,,,,POINT (-39475.1446999982 51292.65130000003),11316605
11354500,FALL R A FALL RIVER MILLS CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,4165,Inactive,N,N,0,,N,N,0,,N,4,Low-volume snowmelt and rain (LSR),Artificial Path,1475.7048,569.77257469,https://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11354500,260032,18020003000106,7949048,Lower Pit,18020003,Fall River,1802000305,Fall River,180200030507,AWG,N,0,N,N,Y,Y,,,0,NA,None - Needs Water Temperature,,,,,,,,POINT (-121764.82110000029 333274.5776000004),11354500
11359120,HAT C LOW FLOW RELEASE BL BAUM LAKE NR BURNEY CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,3738,Inactive,N,N,0,,N,N,0,,N,4,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,675.9873,261.0000485,https://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11359120,,18020003000729,7951824,Lower Pit,18020003,Hat Creek,1802000307,Lower Hat Creek Valley-Hat Creek,180200030710,AWG,N,0,N,N,Y,Y,,,0,NA,None - Needs Water Temperature,,,,,,,,POINT (-130157.86850000173 327135.1126000006),11359120
11359200,HAT C NR BURNEY CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,4098,Inactive,N,N,0,,N,N,0,,N,4,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,675.9873,261.0000485,https://waterdata.usgs.gov/nwis/inventory/?site_no=11359200&agency_cd=USGS,,18020003000729,7951824,Lower Pit,18020003,Hat Creek,1802000307,Lower Hat Creek Valley-Hat Creek,180200030710,AWG,N,0,N,N,Y,Y,,,0,NA,None - Needs Water Temperature,,,,,,,,POINT (-130379.90340000018 327815.1719000004),11359200
11416700,LINDSEY C BL LO LINDSEY LK NR GRANITEVILLE CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,3696,Inactive,N,N,0,,N,N,0,,N,1,,Stream/River - Perennial,3.6819,1.42158895,https://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11416700,262493,18020125001440,8063567,Upper Yuba,18020125,Upper South Yuba River,1802012506,Bowman Lake-Canyon Creek,180201250603,AWG,N,0,N,N,Y,Y,,,0,multi-benefit,High Priority - Add Water Temperature,,,,,,,B,POINT (-55779.809099998325 155287.65340000018),11416700
11428995,SF RUBICON R BL ROBBS PK FOREBAY NR KYBURZ CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,947,Inactive,N,N,0,,N,N,0,,N,2,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,40.8699,15.77995013,https://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11428995,267498,18020128000103,14997357,North Fork American,18020128,Rubicon River,1802012802,South Fork Rubicon River,180201280205,AWG,N,0,N,N,Y,Y,,,0,NA,None - Needs Water Temperature,,,,,,,,POINT (-33687.03570000082 103633.11040000059),11428995
11436510,OYSTER C NR KIRKWOOD CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,1799,Inactive,N,N,0,,N,N,0,,N,2,Snowmelt (SM),Stream/River - Perennial,3.2859,1.26869256,https://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11436510,,18020129000548,14982982,South Fork American,18020129,Silver Fork American River,1802012901,Silver Lake-Silver Fork American River,180201290102,AWG,N,0,N,N,Y,Y,,,0,NA,None - Needs Water Temperature,,,,,,,,POINT (-10123.865299999714 73650.03199999966),11436510
11439510,NO NAME C NR KYBURZ CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,652,Inactive,N,N,0,,N,N,0,,N,1,Low-volume snowmelt and rain (LSR),Stream/River - Intermittent,1.4778,0.57058154,https://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11439510,,18020129000510,14983452,South Fork American,18020129,Upper South Fork American River,1802012903,Plum Creek-South Fork American River,180201290304,AWG,N,0,N,N,Y,Y,,,0,NA,None - Needs Water Temperature,,,,,,,,POINT (-29479.210000000894 83154.12529999949),11439510
11439999,ALDER C NR WHITE HALL (CREEK ONLY) CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,3482,Inactive,N,Y,1,Inactive,N,Y,1,Inactive,N,3,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,57.1806,22.07754402,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11439999,256161,18020129000102,14983440,South Fork American,18020129,Upper South Fork American River,1802012903,Alder Creek,180201290303,AWG,N,0,N,N,Y,Y,,,0,high combined score,High Priority - Add Water Temperature,,,,,,,,POINT (-32421.244199998677 82238.69250000082),11439999
11440480,BULL C NR PACIFIC CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,625,Inactive,N,N,0,,N,N,0,,N,1,,Stream/River - Perennial,2.4183,0.93371047,https://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11440480,257658,18020129000492,14983410,South Fork American,18020129,Upper South Fork American River,1802012903,Plum Creek-South Fork American River,180201290304,AWG,N,0,N,N,Y,Y,,,0,NA,None - Needs Water Temperature,,,,,,,,POINT (-37138.20499999821 83328.0100999996),11440480
11440530,OGILBY CANYON C NR PACIFIC CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,615,Inactive,N,N,0,,N,N,0,,N,1,,Stream/River - Perennial,4.0779,1.57448535,https://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11440530,,18020129000489,14983416,South Fork American,18020129,Upper South Fork American River,1802012903,Plum Creek-South Fork American River,180201290304,AWG,N,0,N,N,Y,Y,,,0,NA,None - Needs Water Temperature,,,,,,,,POINT (-40883.7052000016 83104.38199999928),11440530
10251259,AMARGOSA RV AT HWY 127 NR CA-NV STATE LINE,Inactive,USGS,NWIS,Active,N,0,,N,Y,760,Inactive,Y,N,0,,N,N,0,,N,6,"Flashy, ephemeral rain (FER)",Stream/River - Intermittent,3994.1919,1542.16548097,https://waterdata.usgs.gov/nwis/inventory/?site_no=10251259&agency_cd=USGS,238578,18090202000107,20245526,Upper Amargosa,18090202,Lower Fortymile Canyon,1809020212,Franklin Well-Amargosa River,180902021203,exclude,Y,3,N,N,N,N,,,0,NA,None,,,,,,,,POINT (320324.5965999998 -175059.5603),10251259
10260820,WF MOJAVE R BL SILVERWOOD LK CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,9496,Inactive,N,N,0,,N,N,0,,N,4,Low-volume snowmelt and rain (LSR),Stream/River - Perennial,90.8847,35.09076444,https://waterdata.usgs.gov/nwis/inventory/?site_no=10260820&agency_cd=USGS,274439,18090208002185,22660067,Mojave,18090208,West Fork Mojave River,1809020802,Silverwood Lake-West Fork Mojave River,180902080201,AWG,N,0,N,N,Y,Y,,,0,flood,High Priority - Add Water Temperature,,,,,,B,B,POINT (246631.69139999896 -408931.2090999996),10260820
10262600,BOOM C NR BARSTOW CA,Inactive,USGS,NWIS,Active,N,0,,N,Y,2557,Inactive,N,N,0,,N,N,0,,N,1,,Stream/River - Intermittent,4.6476,1.79444766,https://waterdata.usgs.gov/ca/nwis/inventory/?site_no=10262600,,18090208001019,22656481,Mojave,18090208,Daggett Wash-Mojave River,1809020811,City of Barstow-Mojave River,180902081105,exclude,Y,3,N,N,N,N,,,0,,None,,,,,,,,POINT (278492.1011000015 -341218.6545000002),10262600
10264530,PINE C NR PALMDALE CA,Inactive,USGS,NWIS,Active,N,0,,N,Y,2191,Inactive,N,N,0,,N,N,0,,N,2,Low-volume snowmelt and rain (LSR),Stream/River - Intermittent,4.9563,1.91363734,https://waterdata.usgs.gov/ca/nwis/inventory/?site_no=10264530,272981,18090206001101,22680512,Antelope-Fremont Valleys,18090206,Amargosa Creek,1809020614,Headwaters Amargosa Creek,180902061401,exclude,Y,3,N,N,N,N,,,0,NA,None,,,,,,,,POINT (160576.83350000158 -377827.6222000001),10264530
10264560,SPENCER CYN C NR FAIRMONT CA,Inactive,USGS,NWIS,Active,N,0,,N,Y,2922,Inactive,N,N,0,,N,N,0,,N,0,,Stream/River - Intermittent,26.5077,0.0,https://waterdata.usgs.gov/ca/nwis/inventory/?site_no=10264560,,18090206000993,948090486,Antelope-Fremont Valleys,18090206,Sacatara Creek-Kings Canyon,1809020613,Spencer Canyon,180902061304,exclude,Y,3,N,N,N,N,N,,0,NA,None,,,,,,,,POINT (130849.22899999842 -359148.0921),10264560
10270800,SF BISHOP C BL S LK NR BISHOP CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,12418,Inactive,N,N,0,,N,N,0,,N,3,Snowmelt (SM),Stream/River - Perennial,36.6273,14.14187378,https://waterdata.usgs.gov/nwis/inventory/?site_no=10270800&agency_cd=USGS,234975,18090102000336,20277159,Crowley Lake,18090102,Bishop Creek,1809010206,South Fork Bishop Creek,180901020601,AWG,N,0,N,N,Y,Y,,,0,NA,None - Needs Water Temperature,,,,,,,,POINT (127367.57299999893 -92352.4740999993),10270800
10270872,MF BISHOP C BL LK SABRINA NR BISHOP CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,12418,Inactive,N,N,0,,N,N,0,,N,2,Snowmelt (SM),Stream/River - Perennial,48.9186,18.8875693,https://waterdata.usgs.gov/nwis/inventory/?site_no=10270872&agency_cd=USGS,228591,18090102000172,20277013,Crowley Lake,18090102,Bishop Creek,1809010206,Middle Fork Bishop Creek,180901020602,AWG,N,0,N,N,Y,Y,,,0,NA,None - Needs Water Temperature,,,,,,,,POINT (123074.96770000085 -88338.1157000009),10270872
10270970,BISHOP C BL INTAKE NO 5 DIV DAM NR BISHOP CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,7098,Inactive,N,N,0,,N,N,0,,N,4,Snowmelt (SM),Stream/River - Perennial,269.6841,104.12557038,https://waterdata.usgs.gov/nwis/inventory/?site_no=10270970&agency_cd=USGS,257090,18090102000163,20277761,Crowley Lake,18090102,Bishop Creek,1809010206,Coyote Creek-Bishop Creek,180901020603,AWG,N,0,N,N,Y,Y,Y,,0,reference,High Priority - Add Water Temperature,,,Y,,,,,POINT (132629.9156000018 -75897.0661999993),10270970
10271200,BISHOP C AB PP NO 6 NR BISHOP CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,11322,Inactive,N,N,0,,N,N,0,,N,4,Snowmelt (SM),Stream/River - Perennial,269.6841,104.12557038,https://waterdata.usgs.gov/nwis/inventory/?site_no=10271200&agency_cd=USGS,257090,18090102000163,20277761,Crowley Lake,18090102,Bishop Creek,1809010206,Coyote Creek-Bishop Creek,180901020603,AWG,N,0,N,N,Y,Y,,,2,reference,Upgrade,,,Y,,,,,POINT (135946.8863000013 -72999.37780000083),10271200
10287069,MILL C BL LUNDY LK NR LEE VINING CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,11189,Inactive,N,N,0,,N,N,0,,N,3,Snowmelt (SM),Stream/River - Perennial,62.8767,24.27681962,https://waterdata.usgs.gov/nwis/inventory/?site_no=10287069&agency_cd=USGS,263597,18090101000002,20286400,Mono Lake,18090101,Lee Vining Creek-Frontal Mono Lake,1809010104,Mill Creek,180901010402,AWG,N,0,N,N,Y,Y,,,3,ecosystem,Upgrade,,,,B,,,,POINT (68557.20859999955 2163.8110000006855),10287069
10287145,UP CONWAY D NR LEE VINING CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,12053,Inactive,N,N,0,,N,N,0,,N,1,,Stream/River - Intermittent,14.8239,5.72353744,https://waterdata.usgs.gov/nwis/inventory/?site_no=10287145&agency_cd=USGS,269201,18090101000279,20286396,Mono Lake,18090101,Lee Vining Creek-Frontal Mono Lake,1809010104,Wilson Creek,180901010403,AWG,N,0,N,N,Y,Y,,,0,high combined score,High Priority - Add Water Temperature,,,,,,,,POINT (72470.16310000047 3152.667099999264),10287145
10287195,LUNDY PP TAILRACE NR LEE VINING CA,Infrastructure_Eliminate,USGS,NWIS,Active,N,0,,N,Y,12053,Inactive,N,N,0,,N,N,0,,N,1,,Stream/River - Intermittent,14.8239,5.72353744,https://waterdata.usgs.gov/ca/nwis/inventory/?site_no=10287195,269201,18090101000279,20286396,Mono Lake,18090101,Lee Vining Creek-Frontal Mono Lake,1809010104,Wilson Creek,180901010403,exclude,N,0,N,N,N,N,Y,,0,,None,,,,,,,,POINT (72482.3863000013 3174.114700000733),10287195
10287262,RUSH C CONTROLLED REL BL WAUGH LK NR JUNE LAKE CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,1535,Inactive,N,N,0,,N,N,0,,N,3,Snowmelt (SM),Artificial Path,38.385,14.82052527,https://waterdata.usgs.gov/ca/nwis/inventory/?site_no=10287262,267199,18090101002619,20287674,Mono Lake,18090101,Rush Creek,1809010103,Grant Lake-Rush Creek,180901010301,AWG,N,0,N,N,Y,Y,,,0,flood,High Priority - Add Water Temperature,,,,,,B,B,POINT (71934.9112999998 -29196.04580000043),10287262
10287289,RUSH C AT FLUME BL AGNEW LAKE NR JUNE LAKE CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,10993,Inactive,N,N,0,,N,N,0,,N,3,Snowmelt (SM),Stream/River - Perennial,60.5268,23.36951853,https://waterdata.usgs.gov/nwis/inventory/?site_no=10287289&agency_cd=USGS,267199,18090101000041,20287432,Mono Lake,18090101,Rush Creek,1809010103,Grant Lake-Rush Creek,180901010301,AWG,N,0,N,N,Y,Y,,,2,flood,High Priority - Add Water Temperature,,,,,,B,B,POINT (76480.25930000097 -28282.65799999982),10287289
10287655,LEE VINING C BL SADDLEBAG LK NR LEE VINING CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,8035,Inactive,N,N,0,,N,N,0,,N,2,Snowmelt (SM),Stream/River - Perennial,12.105,4.67376471,https://waterdata.usgs.gov/nwis/inventory/?site_no=10287655&agency_cd=USGS,262402,18090101000434,20287270,Mono Lake,18090101,Lee Vining Creek-Frontal Mono Lake,1809010104,Lee Vining Creek-Frontal Mono Lake,180901010401,AWG,N,0,N,N,Y,Y,,,0,NA,None - Needs Water Temperature,,,,,,,,POINT (63709.68470000103 -5546.900399999693),10287655
10287720,GLACIER C BL TIOGA LK NR LEE VINING CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,5615,Inactive,N,N,0,,N,N,0,,N,2,Snowmelt (SM),Artificial Path,10.269,3.96488144,https://waterdata.usgs.gov/nwis/inventory/?site_no=10287720&agency_cd=USGS,,18090101002637,20287628,Mono Lake,18090101,Lee Vining Creek-Frontal Mono Lake,1809010104,Lee Vining Creek-Frontal Mono Lake,180901010401,AWG,N,0,N,N,Y,Y,,,0,NA,None - Needs Water Temperature,,,,,,,,POINT (65648.53020000085 -9603.611099999398),10287720
10287770,LEE VINING C BL RHINEDOLLAR DAM NR LEE VINING CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,11688,Inactive,N,N,0,,N,N,0,,N,3,Snowmelt (SM),Stream/River - Perennial,47.3328,18.27528875,https://waterdata.usgs.gov/nwis/inventory/?site_no=10287770&agency_cd=USGS,262402,18090101000010,20287584,Mono Lake,18090101,Lee Vining Creek-Frontal Mono Lake,1809010104,Lee Vining Creek-Frontal Mono Lake,180901010401,AWG,N,0,N,N,Y,Y,,,0,NA,None - Needs Water Temperature,,,,,,,,POINT (67454.35850000009 -8708.935799999163),10287770
10336790,TROUT C A SOUTH LAKE TAHOE CA,Inactive,USGS,NWIS,Inactive,Y,481,Inactive,N,Y,2556,Inactive,N,Y,2464,Active,N,Y,753,Active,N,3,Snowmelt (SM),Stream/River - Perennial,106.0461,40.9446113,https://waterdata.usgs.gov/nwis/inventory/?site_no=10336790&agency_cd=USGS,236569,16050101000031,8945207,Lake Tahoe,16050101,Upper Truckee River-Frontal Lake Tahoe,1605010103,Trout Creek,160501010302,exclude,Y,1,N,N,N,N,,,1,multi-benefit,None,,,,B,,B,,POINT (1753.2600999996066 101798.6997999996),10336790
11052500,MILL C POWER CANALS 2 AND 3 NR YUCAIPA CA,Infrastructure_Eliminate,USGS,NWIS,Active,N,0,,N,Y,15432,Inactive,N,N,0,,N,N,0,,N,0,,Pipeline,0.0,0.0,https://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11052500,,18070203002436,22556110,Santa Ana,18070203,Upper Santa Ana River,1807020305,Santa Anna Wash-Santa Anna River,180702030507,exclude,N,0,N,N,N,N,Y,,0,water supply,None,,,,,B,,,POINT (275390.3238000013 -431919.0225999998),11052500
11055000,MILL C NR MENTONE CA,Inactive,USGS,NWIS,Inactive,N,0,,N,Y,9738,Inactive,N,N,0,,N,N,0,,N,3,Low-volume snowmelt and rain (LSR),Artificial Path,132.2856,51.07573473,http://waterdata.usgs.gov/ca/nwis/inventory/?site_no=11055000,245907,18070203006025,22558282,Santa Ana,18070203,Upper Santa Ana River,1807020305,Santa Anna Wash-Santa Anna River,180702030507,exclude,Y,1,N,N,N,N,,,0,water supply,None,,,,,B,,,POINT (267608.9279000014 -433421.2039000001),11055000
11109395,CANADA DE LOS ALAMOS AB PYRAMID LK CA,Active-Limited Use,USGS,NWIS,Active,N,0,,N,Y,10956,Inactive,N,N,0,,N,N,0,,N,1,Low-volume snowmelt and rain (LSR),StreamRiver,148.464,57.32224733,https://waterdata.usgs.gov/nwis/inventory/?site_no=11109395&agency_cd=USGS,,18070102000172,17569239,Santa Clara,18070102,Upper Piru Creek,1807010205,Gorman Creek,180701020507,AWG,N,0,N,N,Y,Y,N,,1,flood,Upgrade,,,,,,B,B,POINT (110606.79710000008 -368689.18010000046),11109395
11134500,SANTA YNEZ R A V STREET NR LOMPOC CA,Not_a_Gage,USGS,NWIS,Active,N,0,,N,Y,7665,Inactive,N,N,0,,N,N,0,,N,5,Perennial groundwater and rain (PGR),Stream/River - Perennial,2077.0902,801.9686804,https://waterdata.usgs.gov/nwis/inventory/?site_no=11134500&agency_cd=USGS,249134,18060010000008,17608959,Santa Ynez,18060010,Salsipuedes Creek-Santa Ynez River,1806001007,San Miguelito Creek-Santa Ynez River,180600100703,exclude,N,0,N,N,N,N,,,0,water quality,None,,,,,,B,,POINT (-43607.63300000131 -371977.39719999954),11134500
